filename , index , x1 , x2 , x3 , x4 , y1 , y2 , y3 , y4 , is_key , row_id , text , category , group_id
receipt_00000.json,0,370,434,434,370,674,674,696,696,0,2179905,"Telor",menu.nm,15
receipt_00000.json,0,440,494,494,440,672,672,694,694,0,2179905,"Asin",menu.nm,15
receipt_00000.json,0,548,630,630,548,668,668,690,690,0,2179905,"40,000.",menu.price,15
receipt_00000.json,0,244,256,256,244,708,708,726,726,0,2179906,"1",menu.cnt,16
receipt_00000.json,0,312,364,364,312,702,702,724,724,0,2179906,"Nasi",menu.nm,16
receipt_00000.json,0,372,446,446,372,700,700,722,722,0,2179906,"Goreng",menu.nm,16
receipt_00000.json,0,453,505,506,454,696,693,715,718,0,2179906,"Samb",menu.nm,16
receipt_00000.json,0,550,626,626,550,692,692,716,716,0,2179906,"70,000",menu.price,16
receipt_00000.json,0,242,256,256,242,734,734,752,752,0,2179907,"3",menu.cnt,17
receipt_00000.json,0,312,352,352,312,728,728,750,750,0,2179907,"Bbk",menu.nm,17
receipt_00000.json,0,357,457,458,358,726,723,747,749,0,2179907,"Panggang",menu.nm,17
receipt_00000.json,0,466,508,508,466,722,722,742,742,0,2179907,"Sam",menu.nm,17
receipt_00000.json,0,538,630,630,538,716,716,742,742,0,2179907,"366,000",menu.price,17
receipt_00000.json,0,242,254,254,242,762,762,778,778,0,2179908,"1",menu.cnt,18
receipt_00000.json,0,312,364,364,312,754,754,778,778,0,2179908,"Ayam",menu.nm,18
receipt_00000.json,0,371,447,448,372,750,747,771,774,0,2179908,"Sambal",menu.nm,18
receipt_00000.json,0,454,508,508,454,746,746,772,772,0,2179908,"Hija",menu.nm,18
receipt_00000.json,0,554,632,632,554,742,742,768,768,0,2179908,"92,000",menu.price,18
receipt_00000.json,0,236,254,254,236,784,784,806,806,0,2179909,"2",menu.cnt,19
receipt_00000.json,0,310,352,352,310,780,780,802,802,0,2179909,"Hot",menu.nm,19
receipt_00000.json,0,358,400,400,358,778,778,800,800,0,2179909,"Tea",menu.nm,19
receipt_00000.json,0,554,634,634,554,770,770,796,796,0,2179909,"44,000",menu.price,19
receipt_00000.json,0,240,252,252,240,816,816,834,834,0,2179910,"1",menu.cnt,20
receipt_00000.json,0,312,352,352,312,808,808,830,830,0,2179910,"Ice",menu.nm,20
receipt_00000.json,0,360,412,412,360,804,804,830,830,0,2179910,"Kopi",menu.nm,20
receipt_00000.json,0,556,636,636,556,798,798,826,826,0,2179910,"32,000",menu.price,20
receipt_00000.json,0,238,250,250,238,844,844,862,862,0,2179911,"1",menu.cnt,21
receipt_00000.json,0,310,364,364,310,836,836,860,860,0,2179911,"Tahu",menu.nm,21
receipt_00000.json,0,372,438,438,372,834,834,858,858,0,2179911,"Telor",menu.nm,21
receipt_00000.json,0,444,500,500,444,832,832,854,854,0,2179911,"Asin",menu.nm,21
receipt_00000.json,0,558,638,638,558,826,826,854,854,0,2179911,"40,000",menu.price,21
receipt_00000.json,0,238,250,250,238,872,872,892,892,0,2179912,"1",menu.cnt,22
receipt_00000.json,0,310,364,364,310,866,866,888,888,0,2179912,"Free",menu.nm,22
receipt_00000.json,0,374,414,414,374,864,864,886,886,0,2179912,"Ice",menu.nm,22
receipt_00000.json,0,422,464,464,422,862,862,884,884,0,2179912,"Tea",menu.nm,22
receipt_00000.json,0,622,640,640,622,856,856,878,878,0,2179912,"0",menu.price,22
receipt_00000.json,0,236,250,250,236,900,900,920,920,0,2179913,"1",menu.cnt,23
receipt_00000.json,0,308,376,376,308,892,892,916,916,0,2179913,"Bebek",menu.nm,23
receipt_00000.json,0,384,464,464,384,890,890,914,914,0,2179913,"Street",menu.nm,23
receipt_00000.json,0,559,641,642,560,884,881,908,911,0,2179913,"44,000",menu.price,23
receipt_00000.json,0,238,250,250,238,930,930,948,948,0,2179914,"1",menu.cnt,24
receipt_00000.json,0,312,352,352,312,924,924,946,946,0,2179914,"Ice",menu.nm,24
receipt_00000.json,0,360,402,402,360,922,922,944,944,0,2179914,"Tea",menu.nm,24
receipt_00000.json,0,412,480,480,412,920,920,942,942,0,2179914,"Tawar",menu.nm,24
receipt_00000.json,0,564,642,642,564,912,912,938,938,0,2179914,"18,000",menu.price,24
receipt_00000.json,0,360,479,481,362,979,973,998,1005,1,2179915,"Sub-Total",sub_total.subtotal_price,25
receipt_00000.json,0,527,645,646,528,970,967,995,998,0,2179915,"1,346,000",sub_total.subtotal_price,25
receipt_00000.json,0,387,481,482,388,1007,1004,1027,1030,1,2179916,"Service",sub_total.service_price,25
receipt_00000.json,0,554,646,646,554,998,998,1026,1026,0,2179916,"100,950",sub_total.service_price,25
receipt_00000.json,0,438,482,482,438,1032,1032,1056,1056,1,2179917,"PB1",sub_total.tax_price,25
receipt_00000.json,0,556,648,648,556,1026,1026,1052,1052,0,2179917,"144,695",sub_total.tax_price,25
receipt_00000.json,0,375,481,482,376,1063,1061,1085,1088,1,2179918,"Rounding",sub_total.etc,25
receipt_00000.json,0,606,648,648,606,1054,1054,1078,1078,0,2179918,"-45",sub_total.etc,25
receipt_00000.json,0,266,334,334,266,1142,1142,1162,1162,1,2179919,"Grand",total.total_price,26
receipt_00000.json,0,340,408,408,340,1138,1138,1160,1160,1,2179919,"Total",total.total_price,26
receipt_00000.json,0,418,647,649,420,1117,1108,1153,1161,0,2179919,"1,591,600",total.total_price,26
receipt_00001.json,1,56,74,74,56,480,480,512,512,0,2252526,"1",menu.cnt,3
receipt_00001.json,1,118,252,252,118,480,480,514,514,0,2252526,"SPGTHY",menu.nm,3
receipt_00001.json,1,272,458,458,272,480,480,514,514,0,2252526,"BOLOGNASE",menu.nm,3
receipt_00001.json,1,516,636,636,516,478,478,516,516,0,2252526,"58,000",menu.price,3
receipt_00001.json,1,54,72,72,54,526,526,558,558,0,2252527,"1",menu.cnt,4
receipt_00001.json,1,118,254,254,118,526,526,560,560,0,2252527,"PEPPER",menu.nm,4
receipt_00001.json,1,272,338,338,272,526,526,558,558,0,2252527,"AUS",menu.nm,4
receipt_00001.json,1,498,638,638,498,522,522,560,560,0,2252527,"165,000",menu.price,4
receipt_00001.json,1,140,232,232,140,572,572,606,606,0,2252528,"WELL",menu.sub_nm,4
receipt_00001.json,1,252,340,340,252,570,570,604,604,0,2252528,"DONE",menu.sub_nm,4
receipt_00001.json,1,52,70,70,52,620,620,654,654,0,2252529,"1",menu.cnt,5
receipt_00001.json,1,118,234,234,118,618,618,654,654,0,2252529,"WAGYU",menu.nm,5
receipt_00001.json,1,248,379,381,250,618,612,647,653,0,2252529,"RIBEYE",menu.nm,5
receipt_00001.json,1,502,642,642,502,610,610,650,650,0,2252529,"195,000",menu.price,5
receipt_00001.json,1,139,277,278,140,666,663,699,702,0,2252530,"MEDIUM",menu.sub_nm,5
receipt_00001.json,1,294,382,382,294,660,660,696,696,0,2252530,"WELL",menu.sub_nm,5
receipt_00001.json,1,50,70,70,50,720,720,754,754,0,2252531,"1",menu.cnt,6
receipt_00001.json,1,118,209,211,120,717,713,749,753,0,2252531,"ICED",menu.nm,6
receipt_00001.json,1,227,341,342,228,712,708,745,748,0,2252531,"LEMON",menu.nm,6
receipt_00001.json,1,360,426,426,360,706,706,742,742,0,2252531,"TEA",menu.nm,6
receipt_00001.json,1,522,645,647,524,704,696,737,745,0,2252531,"22,000",menu.price,6
receipt_00001.json,1,50,70,70,50,770,770,804,804,0,2252532,"1",menu.cnt,7
receipt_00001.json,1,115,271,273,116,766,759,796,802,0,2252532,"FUSION",menu.nm,7
receipt_00001.json,1,274,343,345,276,759,756,793,796,0,2252532,"TEA",menu.nm,7
receipt_00001.json,1,359,469,470,360,754,751,788,791,0,2252532,"LYCHE",menu.nm,7
receipt_00001.json,1,526,647,649,528,750,745,787,792,0,2252532,"28,000",menu.price,7
receipt_00001.json,1,50,68,68,50,822,822,856,856,0,2252533,"1",menu.cnt,8
receipt_00001.json,1,112,277,279,114,816,809,847,854,0,2252533,"NUTTELA",menu.nm,8
receipt_00001.json,1,296,471,473,298,807,799,836,845,0,2252533,"BROWNIES",menu.nm,8
receipt_00001.json,1,527,651,652,528,797,793,835,839,0,2252533,"35,000",menu.price,8
receipt_00001.json,1,114,303,305,116,920,908,947,959,1,2252534,"SUBTOTAL",sub_total.subtotal_price,9
receipt_00001.json,1,511,654,658,515,896,884,927,939,0,2252534,"503,000",sub_total.subtotal_price,9
receipt_00001.json,1,533,655,659,537,942,931,974,985,0,2252535,"52,815",sub_total.tax_price,9
receipt_00001.json,1,114,183,185,116,970,967,1005,1008,1,2252536,"PB1",sub_total.tax_price,9
receipt_00001.json,1,115,189,192,118,1024,1018,1055,1061,1,2252537,"SVC",sub_total.service_price,9
receipt_00001.json,1,207,304,307,210,1016,1008,1047,1055,1,2252537,"CHRG",sub_total.service_price,9
receipt_00001.json,1,534,658,662,539,992,978,1020,1034,0,2252537,"25,150",sub_total.service_price,9
receipt_00001.json,1,110,256,262,116,1075,1063,1135,1147,1,2252538,"DUE",total.total_price,10
receipt_00001.json,1,343,641,648,350,1052,1025,1104,1131,0,2252538,"580,965",total.total_price,10
receipt_00002.json,2,174,272,270,174,461,459,489,489,0,539268,"HAKAU",menu.nm,3
receipt_00002.json,2,280,379,380,278,460,457,488,488,0,539268,"UDANG",menu.nm,3
receipt_00002.json,2,149,166,166,149,463,463,488,488,0,539268,"4",menu.cnt,3
receipt_00002.json,2,531,627,629,533,453,449,483,485,0,539268,"92,000",menu.price,3
receipt_00002.json,2,174,244,244,170,496,494,521,521,0,539269,"SIAO",menu.nm,4
receipt_00002.json,2,252,303,305,250,495,495,521,522,0,539269,"MAI",menu.nm,4
receipt_00002.json,2,313,379,377,311,494,493,521,520,0,539269,"BABI",menu.nm,4
receipt_00002.json,2,147,166,166,147,498,498,525,525,0,539269,"4",menu.cnt,4
receipt_00002.json,2,532,630,627,532,487,484,518,518,0,539269,"80,000",menu.price,4
receipt_00002.json,2,172,264,266,171,528,528,557,557,0,539270,"CEKER",menu.nm,5
receipt_00002.json,2,272,353,352,272,527,528,554,554,0,539270,"AYAM",menu.nm,5
receipt_00002.json,2,145,166,165,144,532,532,560,560,0,539270,"3",menu.cnt,5
receipt_00002.json,2,532,630,631,530,520,520,554,555,0,539270,"60,000",menu.price,5
receipt_00002.json,2,171,286,288,170,563,561,589,592,0,539271,"BAKPAO",menu.nm,6
receipt_00002.json,2,295,350,350,295,561,561,588,588,0,539271,"BKR",menu.nm,6
receipt_00002.json,2,360,380,379,358,562,561,586,587,0,539271,"C",menu.nm,6
receipt_00002.json,2,171,275,275,168,599,596,628,627,0,539272,"CRISPY",menu.nm,6
receipt_00002.json,2,144,164,164,144,567,567,593,593,0,539271,"2",menu.cnt,6
receipt_00002.json,2,534,629,631,530,558,555,585,589,0,539271,"42,000",menu.price,6
receipt_00002.json,2,166,250,252,165,635,632,664,664,0,539273,"TAHU",menu.nm,7
receipt_00002.json,2,258,381,381,256,633,630,660,662,0,539273,"GORENG",menu.nm,7
receipt_00002.json,2,169,274,273,169,670,668,698,697,0,539274,"CRISPY",menu.nm,7
receipt_00002.json,2,144,159,159,144,638,638,662,662,0,539273,"3",menu.cnt,7
receipt_00002.json,2,534,631,631,534,624,624,658,658,0,539273,"60,000",menu.price,7
receipt_00002.json,2,297,413,414,295,740,738,769,772,1,539275,"Subtotal",sub_total.subtotal_price,8
receipt_00002.json,2,517,634,632,517,734,728,763,765,0,539275,"334,000",sub_total.subtotal_price,8
receipt_00002.json,2,319,409,409,319,783,783,813,813,1,539276,"Total",total.total_price,9
receipt_00002.json,2,485,631,632,486,778,772,807,813,0,539276,"334,000",total.total_price,9
receipt_00002.json,2,312,411,410,310,819,818,849,854,1,539277,"CASH",total.cashprice,9
receipt_00002.json,2,486,638,637,487,815,808,845,853,0,539277,"350,000",total.cashprice,9
receipt_00002.json,2,164,249,249,164,861,861,891,891,1,539278,"Cash",total.changeprice,9
receipt_00002.json,2,259,413,414,256,858,856,889,892,1,539278,"CHANGE",total.changeprice,9
receipt_00002.json,2,496,634,637,495,850,847,880,888,0,539278,"-16,000",total.changeprice,9
receipt_00002.json,2,260,338,339,260,894,893,924,924,1,539279,"Total",total.menutype_cnt,9
receipt_00002.json,2,345,409,412,344,893,893,922,923,1,539279,"Item",total.menutype_cnt,9
receipt_00002.json,2,621,638,638,621,884,884,909,909,0,539279,"5",total.menutype_cnt,9
receipt_00002.json,2,280,355,357,276,931,929,961,962,1,539280,"Total",total.menuqty_cnt,9
receipt_00002.json,2,359,416,415,359,930,929,966,964,1,539280,"Qty",total.menuqty_cnt,9
receipt_00002.json,2,603,639,640,601,920,920,953,952,0,539280,"16",total.menuqty_cnt,9
receipt_00003.json,3,188,261,258,186,932,935,969,966,1,988386,"Sub",sub_total.subtotal_price,31
receipt_00003.json,3,265,353,352,264,932,931,967,966,1,988386,"Total",sub_total.subtotal_price,31
receipt_00003.json,3,704,851,851,705,925,926,967,968,0,988386,"259,000",sub_total.subtotal_price,31
receipt_00003.json,3,177,242,241,176,1027,1027,1063,1063,1,988388,"Tax",sub_total.tax_price,31
receipt_00003.json,3,728,859,857,729,1023,1025,1067,1065,0,988388,"52,416",sub_total.tax_price,31
receipt_00003.json,3,180,308,311,179,979,979,1017,1016,1,988387,"Service",sub_total.service_price,31
receipt_00003.json,3,749,854,852,750,975,974,1018,1020,0,988387,"9,600",sub_total.service_price,31
receipt_00003.json,3,172,330,328,170,1070,1072,1110,1109,1,988389,"Discount",sub_total.discount_price,31
receipt_00003.json,3,733,861,861,732,1071,1068,1110,1112,0,988389,"19,000",sub_total.discount_price,31
receipt_00003.json,3,183,317,316,183,765,766,806,806,0,988383,"Bintang",menu.nm,32
receipt_00003.json,3,327,456,453,325,764,765,799,800,0,988383,"Bremer",menu.nm,32
receipt_00003.json,3,557,574,575,557,763,762,795,796,0,988383,"1",menu.cnt,32
receipt_00003.json,3,721,844,845,722,760,758,799,800,0,988383,"59,000",menu.price,32
receipt_00003.json,3,184,323,325,185,814,814,849,852,0,988384,"Chicken",menu.nm,33
receipt_00003.json,3,334,401,404,334,814,812,849,850,0,988384,"H-H",menu.nm,33
receipt_00003.json,3,556,576,577,561,811,808,844,845,0,988384,"1",menu.cnt,33
receipt_00003.json,3,704,846,847,706,808,806,847,848,0,988384,"190,000",menu.price,33
receipt_00003.json,3,190,278,280,187,862,861,898,901,0,988385,"Ades",menu.nm,34
receipt_00003.json,3,556,579,579,556,858,857,890,891,0,988385,"1",menu.cnt,34
receipt_00003.json,3,722,844,844,723,857,854,894,895,0,988385,"10,000",menu.price,34
receipt_00003.json,3,159,335,334,161,1147,1149,1197,1197,1,988390,"TOTAL",total.total_price,35
receipt_00003.json,3,687,864,864,687,1146,1146,1199,1199,0,988390,"302,016",total.total_price,35
receipt_00004.json,4,96,172,172,96,800,800,836,836,0,2119099,"BASO",menu.nm,3
receipt_00004.json,4,180,272,272,180,798,798,834,834,0,2119099,"BIHUN",menu.nm,3
receipt_00004.json,4,424,444,444,424,796,796,830,830,0,2119099,"1",menu.cnt,3
receipt_00004.json,4,454,558,558,454,794,794,830,830,0,2119099,"43.636",menu.unitprice,3
receipt_00004.json,4,630,734,734,630,794,794,830,830,0,2119099,"43.636",menu.price,3
receipt_00004.json,4,94,184,184,94,850,850,886,886,1,2119100,"TOTAL",sub_total.subtotal_price,4
receipt_00004.json,4,636,742,742,636,842,842,878,878,0,2119100,"43.636",sub_total.subtotal_price,4
receipt_00004.json,4,90,148,148,90,948,948,984,984,1,2119102,"TAX",sub_total.tax_price,4
receipt_00004.json,4,157,249,249,157,948,948,984,984,1,2119102,"10.00",sub_total.tax_price,4
receipt_00004.json,4,258,284,284,258,946,946,982,982,1,2119102,"%",sub_total.tax_price,4
receipt_00004.json,4,655,747,747,655,940,940,976,976,0,2119102,"4.364",sub_total.tax_price,4
receipt_00004.json,4,83,177,177,83,998,998,1034,1034,1,2119103,"GRAND",total.total_price,5
receipt_00004.json,4,187,277,277,187,998,998,1034,1034,1,2119103,"TOTAL",total.total_price,5
receipt_00004.json,4,637,745,746,638,989,986,1023,1027,0,2119103,"48.000",total.total_price,5
receipt_00004.json,4,86,178,178,86,1048,1048,1086,1086,1,2119104,"TUNAI",total.cashprice,5
receipt_00004.json,4,643,751,752,644,1040,1036,1071,1075,0,2119104,"50.000",total.cashprice,5
receipt_00004.json,4,82,208,207,81,1096,1099,1136,1133,1,2119105,"KEMBALI",total.changeprice,5
receipt_00004.json,4,657,747,748,658,1087,1084,1121,1124,0,2119105,"2.000",total.changeprice,5
receipt_00006.json,5,126,202,201,125,626,629,660,657,0,2026898,"BASO",menu.nm,3
receipt_00006.json,5,210,281,284,212,628,622,655,661,0,2026898,"TAHU",menu.nm,3
receipt_00006.json,5,458,478,478,458,614,614,642,642,0,2026898,"1",menu.cnt,3
receipt_00006.json,5,488,589,591,490,614,609,642,647,0,2026898,"43,181",menu.unitprice,3
receipt_00006.json,5,668,766,766,668,604,604,636,636,0,2026898,"43,181",menu.price,3
receipt_00006.json,5,126,166,166,126,670,670,702,702,0,2026900,"ES",menu.nm,4
receipt_00006.json,5,176,267,270,178,674,667,699,707,0,2026900,"JERUK",menu.nm,4
receipt_00006.json,5,462,482,482,462,654,654,682,682,0,2026899,"1",menu.cnt,4
receipt_00006.json,5,493,597,598,494,652,649,684,687,0,2026899,"13.000",menu.unitprice,4
receipt_00006.json,5,676,776,776,676,646,646,680,680,0,2026899,"13,000",menu.price,4
receipt_00006.json,5,686,788,788,686,690,690,724,724,0,2026901,"56,181",sub_total.subtotal_price,5
receipt_00006.json,5,122,216,216,122,716,716,750,750,1,2026902,"TOTAL",sub_total.subtotal_price,5
receipt_00006.json,5,717,809,810,718,784,780,817,820,0,2026905,"5,618",sub_total.tax_price,5
receipt_00006.json,5,116,176,176,116,812,812,848,848,1,2026906,"TAX",sub_total.tax_price,5
receipt_00006.json,5,188,285,287,190,812,806,842,848,1,2026906,"10.00",sub_total.tax_price,5
receipt_00006.json,5,294,320,320,294,806,806,838,838,1,2026906,"%",sub_total.tax_price,5
receipt_00006.json,5,103,205,206,104,862,859,893,896,1,2026907,"GRAND",total.total_price,6
receipt_00006.json,5,220,316,316,220,858,858,892,892,1,2026907,"TOTAL",total.total_price,6
receipt_00006.json,5,709,817,818,710,834,831,868,871,0,2026907,"61,799",total.total_price,6
receipt_00006.json,5,724,836,836,724,880,880,920,920,0,2026908,"62,000",total.cashprice,6
receipt_00006.json,5,100,203,205,102,913,908,945,950,1,2026909,"TUNAI",total.cashprice,6
receipt_00006.json,5,94,237,239,96,969,960,997,1006,1,2026910,"KEMBALI",total.changeprice,6
receipt_00006.json,5,782,843,845,784,934,931,969,973,0,2026910,"201",total.changeprice,6
receipt_00007.json,6,120,214,214,120,719,719,757,757,1,2038487,"TOTAL",total.total_price,50
receipt_00007.json,6,594,708,708,594,718,718,756,756,0,2038487,"36,300",total.total_price,50
receipt_00007.json,6,124,266,266,124,766,766,802,802,1,2038488,"CASH",total.cashprice,50
receipt_00007.json,6,592,704,704,592,760,760,796,796,0,2038488,"50,000",total.cashprice,50
receipt_00007.json,6,124,236,236,124,808,808,842,842,1,2038489,"CHANGE",total.changeprice,50
receipt_00007.json,6,594,700,700,594,800,800,832,832,0,2038489,"13,700",total.changeprice,50
receipt_00007.json,6,324,506,506,324,580,580,618,618,0,2038484,"1.00xITEMS",total.menuqty_cnt,50
receipt_00007.json,6,124,182,182,124,538,538,574,574,0,2038483,"PKT",menu.nm,80
receipt_00007.json,6,194,271,272,196,538,535,571,574,0,2038483,"AYAM",menu.nm,80
receipt_00007.json,6,594,710,710,594,534,534,574,574,0,2038483,"33,000",menu.price,80
receipt_00007.json,6,122,408,408,122,626,626,666,666,1,2038485,"SUBTOTAL",sub_total.subtotal_price,81
receipt_00007.json,6,594,710,710,594,628,628,666,666,0,2038485,"33,000",sub_total.subtotal_price,81
receipt_00007.json,6,120,178,178,120,674,674,712,712,1,2038486,"TAX",sub_total.tax_price,81
receipt_00007.json,6,196,252,252,196,674,674,712,712,1,2038486,"10%",sub_total.tax_price,81
receipt_00007.json,6,612,710,710,612,674,674,712,712,0,2038486,"3,300",sub_total.tax_price,81
receipt_00008.json,7,92,134,134,92,488,488,530,530,0,2081945,"1x",menu.cnt,3
receipt_00008.json,7,150,276,276,150,488,488,534,534,0,2081945,"36.000",menu.unitprice,3
receipt_00008.json,7,534,658,658,534,492,492,536,536,0,2081945,"36.000",menu.price,3
receipt_00008.json,7,86,210,210,86,538,538,584,584,0,2081946,"Kimchi",menu.nm,3
