filename,index,x1,x2,x3,x4,y1,y2,y3,y4,is_key,row_id,text,category,group_idfilename , index , x1 , x2 , x3 , x4 , y1 , y2 , y3 , y4 , is_key , row_id , text , category , group_id
filename , index , x1 , x2 , x3 , x4 , y1 , y2 , y3 , y4 , is_key , row_id , text , category , group_id
receipt_00000.json , 0 , , 604 , 618 , 618 , 604 , 494 , 494 , 514 , 514 , 0 , 2179898 , 0 , menu.price , 8
receipt_00000.json , 0 , , 242 , 254 , 254 , 242 , 530 , 530 , 546 , 546 , 0 , 2179899 , 1 , menu.cnt , 9
receipt_00000.json , 0 , , 308 , 396 , 396 , 308 , 526 , 526 , 548 , 548 , 0 , 2179899 , Organic , menu.nm , 9
receipt_00000.json , 0 , , 404 , 466 , 466 , 404 , 524 , 524 , 544 , 544 , 0 , 2179899 , Green , menu.nm , 9
receipt_00000.json , 0 , , 474 , 502 , 502 , 474 , 522 , 522 , 544 , 544 , 0 , 2179899 , Sa , menu.nm , 9
receipt_00000.json , 0 , , 544 , 620 , 620 , 544 , 518 , 518 , 542 , 542 , 0 , 2179899 , 65,000 , menu.price , 9
receipt_00000.json , 0 , , 242 , 254 , 254 , 242 , 556 , 556 , 572 , 572 , 0 , 2179900 , 1 , menu.cnt , 10
receipt_00000.json , 0 , , 312 , 352 , 352 , 312 , 552 , 552 , 572 , 572 , 0 , 2179900 , Ice , menu.nm , 10
receipt_00000.json , 0 , , 358 , 398 , 398 , 358 , 550 , 550 , 572 , 572 , 0 , 2179900 , Tea , menu.nm , 10
receipt_00000.json , 0 , , 546 , 620 , 620 , 546 , 544 , 544 , 568 , 568 , 0 , 2179900 , 18,000 , menu.price , 10
receipt_00000.json , 0 , , 244 , 256 , 256 , 244 , 582 , 582 , 598 , 598 , 0 , 2179901 , 1 , menu.cnt , 11
receipt_00000.json , 0 , , 312 , 352 , 352 , 312 , 576 , 576 , 596 , 596 , 0 , 2179901 , Ice , menu.nm , 11
receipt_00000.json , 0 , , 358 , 434 , 434 , 358 , 576 , 576 , 596 , 596 , 0 , 2179901 , Orange , menu.nm , 11
receipt_00000.json , 0 , , 544 , 620 , 620 , 544 , 570 , 570 , 594 , 594 , 0 , 2179901 , 29,000 , menu.price , 11
receipt_00000.json , 0 , , 246 , 258 , 258 , 246 , 606 , 606 , 622 , 622 , 0 , 2179902 , 1 , menu.cnt , 12
receipt_00000.json , 0 , , 312 , 364 , 364 , 312 , 602 , 602 , 624 , 624 , 0 , 2179902 , Ayam , menu.nm , 12
receipt_00000.json , 0 , , 370 , 422 , 422 , 370 , 600 , 600 , 620 , 620 , 0 , 2179902 , Suir , menu.nm , 12
receipt_00000.json , 0 , , 428 , 478 , 478 , 428 , 598 , 598 , 620 , 620 , 0 , 2179902 , Bali , menu.nm , 12
receipt_00000.json , 0 , , 544 , 618 , 618 , 544 , 596 , 596 , 620 , 620 , 0 , 2179902 , 85,000 , menu.price , 12
receipt_00000.json , 0 , , 242 , 260 , 260 , 242 , 628 , 628 , 650 , 650 , 0 , 2179903 , 2 , menu.cnt , 13
receipt_00000.json , 0 , , 312 , 364 , 364 , 312 , 626 , 626 , 648 , 648 , 0 , 2179903 , Tahu , menu.nm , 13
receipt_00000.json , 0 , , 370 , 444 , 443 , 369 , 625 , 628 , 648 , 645 , 0 , 2179903 , Goreng , menu.nm , 13
receipt_00000.json , 0 , , 543 , 619 , 620 , 544 , 622 , 619 , 644 , 647 , 0 , 2179903 , 36,000 , menu.price , 13
receipt_00000.json , 0 , , 242 , 260 , 260 , 242 , 654 , 654 , 674 , 674 , 0 , 2179904 , 2 , menu.cnt , 14
receipt_00000.json , 0 , , 314 , 376 , 376 , 314 , 652 , 652 , 674 , 674 , 0 , 2179904 , Tempe , menu.nm , 14
receipt_00000.json , 0 , , 384 , 458 , 458 , 384 , 650 , 650 , 672 , 672 , 0 , 2179904 , Goreng , menu.nm , 14
receipt_00000.json , 0 , , 546 , 620 , 620 , 546 , 644 , 644 , 668 , 668 , 0 , 2179904 , 36,000 , menu.price , 14
receipt_00000.json , 0 , , 244 , 258 , 258 , 244 , 682 , 682 , 700 , 700 , 0 , 2179905 , 1 , menu.cnt , 15
receipt_00000.json , 0 , , 312 , 364 , 364 , 312 , 676 , 676 , 698 , 698 , 0 , 2179905 , Tahu , menu.nm , 15
receipt_00000.json , 0 , , 370 , 434 , 434 , 370 , 674 , 674 , 696 , 696 , 0 , 2179905 , Telor , menu.nm , 15
receipt_00000.json , 0 , , 440 , 494 , 494 , 440 , 672 , 672 , 694 , 694 , 0 , 2179905 , Asin , menu.nm , 15
receipt_00000.json , 0 , , 548 , 630 , 630 , 548 , 668 , 668 , 690 , 690 , 0 , 2179905 , 40,000. , menu.price , 15
receipt_00000.json , 0 , , 244 , 256 , 256 , 244 , 708 , 708 , 726 , 726 , 0 , 2179906 , 1 , menu.cnt , 16
receipt_00000.json , 0 , , 312 , 364 , 364 , 312 , 702 , 702 , 724 , 724 , 0 , 2179906 , Nasi , menu.nm , 16
receipt_00000.json , 0 , , 372 , 446 , 446 , 372 , 700 , 700 , 722 , 722 , 0 , 2179906 , Goreng , menu.nm , 16
receipt_00000.json , 0 , , 453 , 505 , 506 , 454 , 696 , 693 , 715 , 718 , 0 , 2179906 , Samb , menu.nm , 16
receipt_00000.json , 0 , , 550 , 626 , 626 , 550 , 692 , 692 , 716 , 716 , 0 , 2179906 , 70,000 , menu.price , 16
receipt_00000.json , 0 , , 242 , 256 , 256 , 242 , 734 , 734 , 752 , 752 , 0 , 2179907 , 3 , menu.cnt , 17
receipt_00000.json , 0 , , 312 , 352 , 352 , 312 , 728 , 728 , 750 , 750 , 0 , 2179907 , Bbk , menu.nm , 17
receipt_00000.json , 0 , , 357 , 457 , 458 , 358 , 726 , 723 , 747 , 749 , 0 , 2179907 , Panggang , menu.nm , 17
receipt_00000.json , 0 , , 466 , 508 , 508 , 466 , 722 , 722 , 742 , 742 , 0 , 2179907 , Sam , menu.nm , 17
receipt_00000.json , 0 , , 538 , 630 , 630 , 538 , 716 , 716 , 742 , 742 , 0 , 2179907 , 366,000 , menu.price , 17
receipt_00000.json , 0 , , 242 , 254 , 254 , 242 , 762 , 762 , 778 , 778 , 0 , 2179908 , 1 , menu.cnt , 18
receipt_00000.json , 0 , , 312 , 364 , 364 , 312 , 754 , 754 , 778 , 778 , 0 , 2179908 , Ayam , menu.nm , 18
receipt_00000.json , 0 , , 371 , 447 , 448 , 372 , 750 , 747 , 771 , 774 , 0 , 2179908 , Sambal , menu.nm , 18
receipt_00000.json , 0 , , 454 , 508 , 508 , 454 , 746 , 746 , 772 , 772 , 0 , 2179908 , Hija , menu.nm , 18
receipt_00000.json , 0 , , 554 , 632 , 632 , 554 , 742 , 742 , 768 , 768 , 0 , 2179908 , 92,000 , menu.price , 18
receipt_00000.json , 0 , , 236 , 254 , 254 , 236 , 784 , 784 , 806 , 806 , 0 , 2179909 , 2 , menu.cnt , 19
receipt_00000.json , 0 , , 310 , 352 , 352 , 310 , 780 , 780 , 802 , 802 , 0 , 2179909 , Hot , menu.nm , 19
receipt_00000.json , 0 , , 358 , 400 , 400 , 358 , 778 , 778 , 800 , 800 , 0 , 2179909 , Tea , menu.nm , 19
receipt_00000.json , 0 , , 554 , 634 , 634 , 554 , 770 , 770 , 796 , 796 , 0 , 2179909 , 44,000 , menu.price , 19
receipt_00000.json , 0 , , 240 , 252 , 252 , 240 , 816 , 816 , 834 , 834 , 0 , 2179910 , 1 , menu.cnt , 20
receipt_00000.json , 0 , , 312 , 352 , 352 , 312 , 808 , 808 , 830 , 830 , 0 , 2179910 , Ice , menu.nm , 20
receipt_00000.json , 0 , , 360 , 412 , 412 , 360 , 804 , 804 , 830 , 830 , 0 , 2179910 , Kopi , menu.nm , 20
receipt_00000.json , 0 , , 556 , 636 , 636 , 556 , 798 , 798 , 826 , 826 , 0 , 2179910 , 32,000 , menu.price , 20
receipt_00000.json , 0 , , 238 , 250 , 250 , 238 , 844 , 844 , 862 , 862 , 0 , 2179911 , 1 , menu.cnt , 21
receipt_00000.json , 0 , , 310 , 364 , 364 , 310 , 836 , 836 , 860 , 860 , 0 , 2179911 , Tahu , menu.nm , 21
receipt_00000.json , 0 , , 372 , 438 , 438 , 372 , 834 , 834 , 858 , 858 , 0 , 2179911 , Telor , menu.nm , 21
receipt_00000.json , 0 , , 444 , 500 , 500 , 444 , 832 , 832 , 854 , 854 , 0 , 2179911 , Asin , menu.nm , 21
receipt_00000.json , 0 , , 558 , 638 , 638 , 558 , 826 , 826 , 854 , 854 , 0 , 2179911 , 40,000 , menu.price , 21
receipt_00000.json , 0 , , 238 , 250 , 250 , 238 , 872 , 872 , 892 , 892 , 0 , 2179912 , 1 , menu.cnt , 22
receipt_00000.json , 0 , , 310 , 364 , 364 , 310 , 866 , 866 , 888 , 888 , 0 , 2179912 , Free , menu.nm , 22
receipt_00000.json , 0 , , 374 , 414 , 414 , 374 , 864 , 864 , 886 , 886 , 0 , 2179912 , Ice , menu.nm , 22
receipt_00000.json , 0 , , 422 , 464 , 464 , 422 , 862 , 862 , 884 , 884 , 0 , 2179912 , Tea , menu.nm , 22
receipt_00000.json , 0 , , 622 , 640 , 640 , 622 , 856 , 856 , 878 , 878 , 0 , 2179912 , 0 , menu.price , 22
receipt_00000.json , 0 , , 236 , 250 , 250 , 236 , 900 , 900 , 920 , 920 , 0 , 2179913 , 1 , menu.cnt , 23
receipt_00000.json , 0 , , 308 , 376 , 376 , 308 , 892 , 892 , 916 , 916 , 0 , 2179913 , Bebek , menu.nm , 23
receipt_00000.json , 0 , , 384 , 464 , 464 , 384 , 890 , 890 , 914 , 914 , 0 , 2179913 , Street , menu.nm , 23
receipt_00000.json , 0 , , 559 , 641 , 642 , 560 , 884 , 881 , 908 , 911 , 0 , 2179913 , 44,000 , menu.price , 23
receipt_00000.json , 0 , , 238 , 250 , 250 , 238 , 930 , 930 , 948 , 948 , 0 , 2179914 , 1 , menu.cnt , 24
receipt_00000.json , 0 , , 312 , 352 , 352 , 312 , 924 , 924 , 946 , 946 , 0 , 2179914 , Ice , menu.nm , 24
receipt_00000.json , 0 , , 360 , 402 , 402 , 360 , 922 , 922 , 944 , 944 , 0 , 2179914 , Tea , menu.nm , 24
receipt_00000.json , 0 , , 412 , 480 , 480 , 412 , 920 , 920 , 942 , 942 , 0 , 2179914 , Tawar , menu.nm , 24
receipt_00000.json , 0 , , 564 , 642 , 642 , 564 , 912 , 912 , 938 , 938 , 0 , 2179914 , 18,000 , menu.price , 24
receipt_00000.json , 0 , , 360 , 479 , 481 , 362 , 979 , 973 , 998 , 1005 , 1 , 2179915 , Sub-Total , sub_total.subtotal_price , 25
receipt_00000.json , 0 , , 527 , 645 , 646 , 528 , 970 , 967 , 995 , 998 , 0 , 2179915 , 1,346,000 , sub_total.subtotal_price , 25
receipt_00000.json , 0 , , 387 , 481 , 482 , 388 , 1007 , 1004 , 1027 , 1030 , 1 , 2179916 , Service , sub_total.service_price , 25
receipt_00000.json , 0 , , 554 , 646 , 646 , 554 , 998 , 998 , 1026 , 1026 , 0 , 2179916 , 100,950 , sub_total.service_price , 25
receipt_00000.json , 0 , , 438 , 482 , 482 , 438 , 1032 , 1032 , 1056 , 1056 , 1 , 2179917 , PB1 , sub_total.tax_price , 25
receipt_00000.json , 0 , , 556 , 648 , 648 , 556 , 1026 , 1026 , 1052 , 1052 , 0 , 2179917 , 144,695 , sub_total.tax_price , 25
receipt_00000.json , 0 , , 375 , 481 , 482 , 376 , 1063 , 1061 , 1085 , 1088 , 1 , 2179918 , Rounding , sub_total.etc , 25
receipt_00000.json , 0 , , 606 , 648 , 648 , 606 , 1054 , 1054 , 1078 , 1078 , 0 , 2179918 , -45 , sub_total.etc , 25
receipt_00000.json , 0 , , 266 , 334 , 334 , 266 , 1142 , 1142 , 1162 , 1162 , 1 , 2179919 , Grand , total.total_price , 26
receipt_00000.json , 0 , , 340 , 408 , 408 , 340 , 1138 , 1138 , 1160 , 1160 , 1 , 2179919 , Total , total.total_price , 26
receipt_00000.json , 0 , , 418 , 647 , 649 , 420 , 1117 , 1108 , 1153 , 1161 , 0 , 2179919 , 1,591,600 , total.total_price , 26
